"cases","defennm","NewOrgname","NewUltorg"
"{09-2004-0412}","ChevronTexaco Corporation","ChevronTexaco","Chevron Corp"
"{09-2002-0183,08-2007-0013}","Chevron USA, Inc.","Chevron USA","Chevron Corp"
"{04-2007-3759}","CHEVRON USA, INC.","Chevron USA","Chevron Corp"
"{09-2003-0185}","Chevron USA Inc.","Chevron USA","Chevron Corp"
"{05-2007-9902,07-2005-0055}","CHEVRON USA INC","Chevron USA","Chevron Corp"
"{08-2003-0236,09-2002-0072}","Chevron USA","Chevron USA","Chevron Corp"
"{04-2002-9064,04-2004-9004}","CHEVRON U.S.A., INC.","Chevron USA","Chevron Corp"
"{08-2001-0142}","CHEVRON PRODUCTS COMPANY","Chevron Products Co","Chevron Corp"
"{02-2009-2006}","Chevron Phillips Chemical Company","Chevron Phillips Chemical Co","Chevron Corp"
"{02-2009-2006}","Chevron Phillips Chemical Company","Chevron Phillips Chemical Co","ConocoPhillips"
"{06-2002-3720}","CHEVRON PHILLIPS CHEMICAL COMPANY","Chevron Phillips Chemical Co","Chevron Corp"
"{06-2002-3720}","CHEVRON PHILLIPS CHEMICAL COMPANY","Chevron Phillips Chemical Co","ConocoPhillips"
"{02-2005-2034}","Chevron Environmental Mgmt Co. & behalf of Kweanee","Chevron Environmental Management","Chevron Corp"
"{02-2007-2009}","Chevron Environmental Mgmt Co obo Texaco Inc","Chevron Environmental Management","Chevron Corp"
"{09-2001-0156}","CHEVRON ENVIRONMENTAL MANAGEMENT INC.","Chevron Environmental Management","Chevron Corp"
"{02-2005-0014}","Chevron Environmental Management Corporation","Chevron Environmental Management","Chevron Corp"
"{02-2004-2011}","Chevron Environmental Management Company","Chevron Environmental Management","Chevron Corp"
"{07-2005-0408,05-2006-0738,02-2005-0016}","CHEVRON ENVIRONMENTAL MANAGEMENT COMPANY","Chevron Environmental Management","Chevron Corp"
"{07-2005-0055}","CHEVRON ENVIRONMENTAL MANAGEMENT COMPAN","Chevron Environmental Management","Chevron Corp"
"{05-2009-1003}","CHEVRON ENVIRONMENTAL MANAGEMENT CO. & KEWANE","Chevron Environmental Management","Chevron Corp"
"{04-2006-3758,04-2002-9064}","CHEVRON ENVIRONMENTAL MANAGEMENT CO.","Chevron Environmental Management","Chevron Corp"
"{09-2009-2508}","Chevron Corporation","Chevron Corp",
"{09-2002-0072}","Chevron Corp.","Chevron Corp",
"{04-2002-9064}","CHEVRON CHEMICAL CO.","Chevron Corp",
"{01-2001-0121}","CHEVRON  (AND GULF OIL CO)","Chevron Corp",
"{03-2008-0355}","CHEVREON USA, INC.","Chevron USA",
"{09-2009-2508}","Chemtura Corporation","Chemtura Corp",
"{03-2007-0255}","CHEMTURA CORPORATION","Chemtura Corp",
"{02-2004-2011}","Chemtura Corp&Raclaur LLC fka Atlantic Industires","Chemtura Corp",
"{02-2007-2009}","Chemtura Corp & Raclaur LLC fka Atlantic Industrie","Chemtura Corp",
"{09-2009-2527}","Chemex, Inc.","Chemex Corp",
"{09-2006-0263}","Chemed Corporation","Chemed Corp",
"{04-2004-9006}","CHARLESTON NAVAL WEAPONS STATION","US Navy","US Dept of Defense"
"{04-2004-9006}","CHARLESTON NAVAL SHIPYARD","US Navy","US Dept of Defense"
"{04-2002-9002}","CHAMPION INTERNATIONAL CORP.","Champion International Corp",
"{07-2001-0304}","CHAMPION INTERNATIONAL","Champion International Corp",
"{06-2003-2138,09-2003-0226}","Centex Homes","Centex Homes","Centex Corp"
"{04-2003-9102}","CENTEX HOMES","Centex Homes","Centex Corp"
"{05-2003-0652}","Centex Corporation","Centex Corp",
"{03-2003-0391}","CENTEX CORP","Centex Corp",
"{09-2005-0244}","Cemex California Cement LLC","CEMEX Inc",
"{05-2003-0345}","CEMEX (SOUTHDOWN)","CEMEX Inc",
"{02-2007-2009}","Celanese Ltd","Celanese Corp","Blackstone Group"
"{02-2004-2011}","Celanese LTD","Celanese Corp","Blackstone Group"
"{04-2002-9002}","CELANESE FIBERS OPERATIONS","Celanese Corp","Blackstone Group"
"{04-2004-9006}","CELANESE","Celanese Corp","Blackstone Group"
"{09-2005-0275}","Cedars-Sinai Medical Center`","Cedars-Sinai Medical Center",
"{09-2004-0357}","Cedars-Sinai Medical Center","Cedars-Sinai Medical Center",
"{02-2009-2006}","CBS Corporation f/n/a Viacom, Inc.","CBS Corp","National Amusements Inc"
"{02-2009-2006}","CBS Corporation f/n/a Viacom, Inc.","CBS Corp","National Amusements Inc"
"{02-2004-2011}","CBS Corporation f/k/a Viacom Inc","CBS Corp","National Amusements Inc"
"{02-2004-2011}","CBS Corporation f/k/a Viacom Inc","CBS Corp","National Amusements Inc"
"{02-2008-2011}","CBS Corporation (f/k/a Viacom, Inc. and Westinghou","CBS Corp","National Amusements Inc"
"{02-2008-2011}","CBS Corporation (f/k/a Viacom, Inc. and Westinghou","CBS Corp","National Amusements Inc"
"{02-2007-2006,09-2004-0357}","CBS Corporation","CBS Corp","National Amusements Inc"
"{09-2004-0357,02-2007-2006}","CBS Corporation","CBS Corp","National Amusements Inc"
"{01-2009-5555,04-2001-9015}","CBS CORPORATION","CBS Corp","National Amusements Inc"
"{01-2009-5555,04-2001-9015}","CBS CORPORATION","CBS Corp","National Amusements Inc"
"{02-2007-2009}","CBS Corp fka Viacom Inc fka Wesinghouse Electric","CBS Corp","National Amusements Inc"
"{02-2007-2009}","CBS Corp fka Viacom Inc fka Wesinghouse Electric","CBS Corp","National Amusements Inc"
"{09-2005-0275}","CBS Broadcasting, Inc.","CBS Broadcasting","CBS Corp"
"{09-2005-0275}","CBS Broadcasting, Inc.","CBS Broadcasting","CBS Corp"
"{09-2005-0275}","CBS Broadcasting, Inc.","CBS Broadcasting","CBS Corp"
"{09-2006-0081}","CB Richard Ellis","CB Richard Ellis",
"{02-2009-2006}","Caterpillar, Inc.","Caterpillar Inc",
"{04-2006-3797}","CATERPILLAR, INC.","Caterpillar Inc",
"{07-2001-0304}","CATERPILLAR INCORPORATED","Caterpillar Inc",
"{09-2004-0357}","Caterpillar Inc.","Caterpillar Inc",
"{05-2006-0738}","CATERPILLAR INC.","Caterpillar Inc",
"{04-2004-3751}","CASE EQUIPMENT","Case Corp",
"{03-2001-0427}","CASE CORPORATION","Case Corp",
"{03-2004-0087}","CARRIER CORPORATION (UNITED TECHNOLOGIES)","Carrier Corp","United Technologies"
"{09-2005-0129}","Carrier Corporation","Carrier Corp","United Technologies"
"{09-2001-0153}","CARRIER CORPORATION","Carrier Corp","United Technologies"
"{09-2004-0357}","Carpenter Co.","Carpenter Co",
"{05-2009-1019}","CARPENTER CO.","Carpenter Co",
"{04-2005-9033}","CAROLINA POWER & LIGHT COMPANY dba PROGRESS ENERGY","Carolina Power & Light","Progress Energy"
"{04-2005-3778}","CAROLINA POWER & LIGHT COMPANY","Carolina Power & Light","Progress Energy"
"{07-2001-0304}","CARLTON COLLEGE","Carleton College",
"{09-2009-2508,08-2004-0054}","Cargill, Inc.","Cargill Inc",
"{05-2004-0706,04-2004-9012}","CARGILL, INC.","Cargill Inc",
"{07-2004-0313}","CARGILL, INC","Cargill Inc",
"{02-2009-2006}","Cargill Research Center","Cargill Inc",
"{05-2002-0369}","CARGILL INC","Cargill Inc",
"{04-2007-9034}","CARGILL DRY CORN INGREDIENTS, INC.","Cargill Inc",
"{06-2004-3401}","Cargill aka Cerestar","Cargill Inc",
"{06-2004-2779}","CANADIANOXY OFFSHORE PRODUCTION CO","CanadianOxy Offshore Production Co","Occidental Petroleum"
"{09-2005-0275}","California State University, Los Angeles","California State University",
"{09-2005-0275}","California State University, Long Beach","California State University",
"{09-2009-1534}","California Dept of Corrections and Rehabilitation","California Dept of Corrections","State of California"
"{09-2009-2524}","California Dairies, Inc.","California Dairies Inc",
"{04-2004-9006}","C.R. BARD, INC.","CR Bard Inc",
"{09-2009-2527}","C. R. Bard, Inc.","CR Bard Inc",
"{07-2003-0184}","BURLINGTON NORTHERN SANTA FE RAILWAY COMPANY","Burlington Northern Santa Fe Corp","Berkshire Hathaway"
"{07-2004-0256}","BURLINGTON NORTHERN AND SANTE FE RAILWAY COMPANY","Burlington Northern Santa Fe Corp","Berkshire Hathaway"
"{08-2003-0101}","Burlington Northern and Santa Fe Railway Company","Burlington Northern Santa Fe Corp","Berkshire Hathaway"
"{06-2004-2777}","BURLINGTON NORTHERN AND SANTA FE","Burlington Northern Santa Fe Corp","Berkshire Hathaway"
"{02-2009-2006}","Bunge North America (East), LLC","Bunge North America",
"{05-2005-4530}","BUNGE NORTH AMERICA , INC.","Bunge North America",
"{07-2001-0304}","BUNGE CORPORATION","Bunge North America",
"{09-2004-0357}","Budget Rent-a-Car","Budget Car Rental","Avis Budget Group"
"{04-2003-9004}","BUDGET CAR RENTAL","Budget Car Rental","Avis Budget Group"
"{03-2001-0427}","BRUSH WELLMAN INC","Brush Wellman",
"{04-2006-3758}","BRUNSWICK CORP.","Brunswick Corp",
"{03-2006-0051}","BROWNING-FERRIS, INC.","Browning-Ferris Industries",
"{03-2004-0088}","BROWNING-FERRIS, INC","Browning-Ferris Industries",
"{03-2007-0033}","Browning-Ferris Industries, Inc.","Browning-Ferris Industries",
"{02-2007-2006}","Browning-Ferris Industries of NJ Inc","Browning-Ferris Industries",
"{02-2008-2011}","Browning-Ferris Industries of New Jersey, Inc","Browning-Ferris Industries",
"{02-2004-0006}","Browning-Ferris Industries of New Jersey","Browning-Ferris Industries",
"{04-2003-3504}","BROWNING-FERRIS INDUSTRIES OF MISSISSIPPI, INC.","Browning-Ferris Industries",
"{04-2001-9015}","BROWNING-FERRIS INDUSTRIES OF KENTUCKY, INC.","Browning-Ferris Industries",
"{03-2001-0427,05-2004-0547}","BROWNING-FERRIS INDUSTRIES","Browning-Ferris Industries",
"{04-2003-3504}","BROWNING FERRIS SERVICES (BFI) - OLD BRANDON RD LA","Browning-Ferris Industries",
"{04-2003-3504}","BROWNING FERRIS SERVICES (BFI) - BILOXI LANDFILL","Browning-Ferris Industries",
"{05-2009-1003}","BROWNING FERRIS INDUSTRIES OF OHIO, INC.","Browning-Ferris Industries",
"{05-2002-0369}","BROWNING FERRIS INDUSTRIES OF NORTH AMERICA","Browning-Ferris Industries",
"{01-2004-0005}","BROWNING FERRIS INDUSTRIES INC (MASSACHUSETTS)","Browning-Ferris Industries",
"{01-2001-0165}","BRITISH PETROLEUM EXPLORATION & GAS","BP Exploraiton & Gas","BP"
"{02-2008-2011,02-2004-0006,02-2007-2006,02-2007-2009}","Bristol-Myers Squibb Company","Bristol-Myers Squibb",
"{02-2005-0018}","Bristol-Myers Squibb","Bristol-Myers Squibb",
"{03-2004-0087}","BRISTOL-MEYES SQUIBB COMPANY","Bristol-Myers Squibb",
"{02-2007-0015}","Bristol-Meyers Squibb Company Inc","Bristol-Myers Squibb",
"{03-2004-0087}","BRISTOL MYERS COMPANY","Bristol-Myers Squibb",
"{09-2004-0357}","Bridgestone/Firestone, Inc.","Bridgestone/Firestone Americas","Bridgestone Americas"
"{05-2004-0523}","BRIDGESTONE/FIRESTONE NORTH AMERICAN TIRE, LLC","Bridgestone/Firestone Americas","Bridgestone Americas"
"{05-2003-0405}","BRIDGESTONE/FIRESTONE NORTH AMERICA TIRE, LLC","Bridgestone/Firestone Americas","Bridgestone Americas"
"{03-2004-0411}","BRIDGESTONE/FIRESTONE NORTH AMERCIA TIRE, LLC","Bridgestone/Firestone Americas","Bridgestone Americas"
"{04-2004-9006,07-2001-0304,05-2001-0417}","BRIDGESTONE/FIRESTONE","Bridgestone/Firestone Americas","Bridgestone Americas"
"{05-2007-0506}","BRIDGESTONE FIRESTONE NORTH AMERICAN TIRE, LLC","Bridgestone/Firestone Americas","Bridgestone Americas"
"{03-2004-0087}","BRIDGESTONE FIRESTONE NORTH AMERICAN TIRE, INC.","Bridgestone/Firestone Americas","Bridgestone Americas"
"{09-2004-0357}","Brandenburg, Staedler & Moore","Brandenburg Staedler & Moore",
"{04-2001-9026}","BP/AMOCO","BP Amoco","BP"
"{03-2001-0427}","BP SOLAR INTERNATIONAL, LLC","BP Solar International","BP"
"{04-2007-3759}","BP PRODUCTS OF NORTH AMERICA, INC.","BP Products North America","BP"
"{08-2003-0236}","BP Products North America","BP Products North America","BP"
"{04-2007-5172}","BP PIPELINES (NORTH AMERICA), INC.","BP Pipelines","BP"
"{04-2003-9004}","BP OIL CO.","BP America","BP"
"{06-2006-3402}","BP North America","BP America","BP"
"{02-2005-0016}","BP LUBRICANTS USA INC.","BP Lubricants","BP"
"{01-2001-0121}","BP EXPLORATION & OIL INC","BP Exploraiton & Oil","BP"
"{01-2009-5555}","BP AMOCO CHEMICAL COMPANY","BP Amoco Chemical","BP"
"{07-2001-0304}","BP AMOCO","BP Amoco","BP"
"{02-2009-2006}","BP America, Inc.","BP America","BP"
"{02-2009-2006}","BP America, Inc.","BP America","BP"
"{04-2003-9004,04-2006-3758}","BP AMERICA, INC.","BP America","BP"
"{04-2003-9004,04-2006-3758}","BP AMERICA, INC.","BP America","BP"
"{01-2005-0012}","BP AMERICA INC","BP America","BP"
"{01-2005-0012}","BP AMERICA INC","BP America","BP"
"{07-2001-0304}","BP AMERICA","BP America","BP"
"{07-2001-0304}","BP AMERICA","BP America","BP"
"{04-2004-9006}","BP","BP",
"{04-2002-9002}","BOWATER, INC.","Bowater Inc",
"{01-2001-0165}","BOSTON PROPERTIES","Boston Properties",
"{03-2001-0427}","BOEING COMPANY (THE)","Boeing Co",
"{09-2007-0073}","Boeing Company","Boeing Co",
"{09-2007-0073}","BNSF Railway Company","BNSF Railway","Berkshire Hathaway"
"{07-2008-0137,10-2009-0082}","BNSF RAILWAY COMPANY","BNSF Railway","Berkshire Hathaway"
"{09-2004-0357}","Blue Diamond Growers","Blue Diamond Growers",
"{04-2007-3759}","BIOCRAFT LABORATORIES (nka TEVA PHARACEUTICALS USA","Teva Pharmaceuticals USA",
"{05-2007-0816,05-2001-0420}","BFI WASTE SYSTEMS OF NORTH AMERICA, INC.","BFI Waste System of North America","Browning-Ferris Industries"
"{02-2003-2012}","BFI Waste Systems","BFI Waste Systems","Browning-Ferris Industries"
"{04-2003-3504}","BFI WASTE SYSTEM OF NORTH AMERICA, INC.","BFI Waste System of North America","Browning-Ferris Industries"
"{04-2001-9015}","BFI OF KENTUCKY","BFI of Kentucky","Browning-Ferris Industries"
"{04-2003-3504}","BFI  OF MISSISSIPPI - LITTLE DIXIE LANDFILL","BFI of Mississippi","Browning-Ferris Industries"
"{09-2002-0177}","Bethlehem Steel Corporation","Bethlehem Steel","International Steel Group"
"{03-2001-0427}","BETHLEHEM STEEL CORP","Bethlehem Steel","International Steel Group"
"{04-2004-9006}","BETHESDA NAVAL MEDICAL CENTER","US Navy","US Dept of Defense"
"{02-2009-2006}","Beth Israel Deaconess Medical Center","Beth Israel Deaconess Medical Center",
"{03-2001-0427}","BESTFOODS (CPC INTERNATIONAL, INC)","Bestfoods","Unilever"
"{03-2001-0427}","BEST FOODS-CARRIBEAN","Bestfoods","Unilever"
"{02-2003-0001}","Berlex Laboratories, Inc.","Berlex","Bayer AG"
"{04-2001-3754,04-2003-3504}","BELLSOUTH TELECOMMUNICATIONS, INC.","BellSouth Corp","AT&T Inc"
"{02-2008-2011}","Becton, Dickinson and Company","Becton, Dickinson & Co",
"{02-2007-2006}","Becton Dickinson and Company","Becton, Dickinson & Co",
"{03-2001-0427}","BECHTEL CONSTRUCTION, INC","Bechtel Construction","Bechtel Group"
"{01-2001-0165}","BEAL COMPANIES LLP","Beal Companies",
"{05-2007-0506}","BAYER HEALTHCARE LLC","Bayer Healthcare","Bayer AG"
"{05-2007-0506}","BAYER HEALTHCARE LLC","Bayer Healthcare","Bayer AG"
"{03-2004-0087}","BAYER CROPSCIENCE, LLC (FORMERLY AVENTIS PHARMACEU","Bayer CropScience","Bayer AG"
"{03-2004-0087}","BAYER CROPSCIENCE, LLC (FORMERLY AVENTIS PHARMACEU","Bayer CropScience","Bayer AG"
"{03-2004-0087}","BAYER CROPSCIENCE, LLC (FORMERLY AVENTIS PHARMACEU","Bayer CropScience","Bayer AG"
"{04-2002-9002}","BAYER CROPSCIENCE, INC. fka RHONE-POULENC, INC.","Bayer CropScience","Bayer AG"
"{04-2002-9002}","BAYER CROPSCIENCE, INC. fka RHONE-POULENC, INC.","Bayer CropScience","Bayer AG"
"{04-2002-9002}","BAYER CROPSCIENCE, INC. fka RHONE-POULENC, INC.","Bayer CropScience","Bayer AG"
"{05-2005-0638}","BAYER CROPSCIENCE, INC.","Bayer CropScience","Bayer AG"
"{05-2005-0638}","BAYER CROPSCIENCE, INC.","Bayer CropScience","Bayer AG"
"{05-2005-0638}","BAYER CROPSCIENCE, INC.","Bayer CropScience","Bayer AG"
"{03-2004-0087}","BAYER CROPSCIENCE, INC","Bayer CropScience","Bayer AG"
"{03-2004-0087}","BAYER CROPSCIENCE, INC","Bayer CropScience","Bayer AG"
"{03-2004-0087}","BAYER CROPSCIENCE, INC","Bayer CropScience","Bayer AG"
"{01-2008-0504,03-2004-0411}","BAYER CROPSCIENCE INC","Bayer CropScience","Bayer AG"
"{01-2008-0504,03-2004-0411}","BAYER CROPSCIENCE INC","Bayer CropScience","Bayer AG"
"{01-2008-0504,03-2004-0411}","BAYER CROPSCIENCE INC","Bayer CropScience","Bayer AG"
"{03-2006-0051}","BAYER CROP SCIENCE INC.","Bayer CropScience","Bayer AG"
"{03-2006-0051}","BAYER CROP SCIENCE INC.","Bayer CropScience","Bayer AG"
"{03-2001-0427,05-2005-0638}","BAYER CORPORATION","Bayer Corp","Bayer AG"
"{03-2001-0427,05-2005-0638}","BAYER CORPORATION","Bayer Corp","Bayer AG"
"{02-2004-0006}","Bayer Chemical Corporation","Bayer Chemical","Bayer AG"
"{02-2004-0006}","Bayer Chemical Corporation","Bayer Chemical","Bayer AG"
"{01-2001-0121}","BATH IRON WORKS","Bath Iron Works","General Dynamics"
"{04-2005-3778}","BASSETT FURNITURE INDUSTRIES, INC.","Bassett Furniture Industries",
"{04-2007-9036}","BASF SPARKS LLC","BASF Corp","BASF SE"
"{04-2007-9036}","BASF SPARKS LLC","BASF Corp","BASF SE"
"{02-2008-2011,02-2004-2011,02-2004-0006}","BASF Corporation","BASF Corp","BASF SE"
"{02-2004-2011,02-2004-0006,02-2008-2011}","BASF Corporation","BASF Corp","BASF SE"
"{03-2004-0411}","BASF CORPORATION","BASF Corp","BASF SE"
"{03-2004-0411}","BASF CORPORATION","BASF Corp","BASF SE"
"{04-2002-9001,04-2003-3504}","BASF CORP.","BASF Corp","BASF SE"
"{04-2002-9001,04-2003-3504}","BASF CORP.","BASF Corp","BASF SE"
"{02-2007-2009}","BASF Corp obo itself & Fasf Catalysts LLC","BASF Corp","BASF SE"
"{02-2007-2009}","BASF Corp obo itself & Fasf Catalysts LLC","BASF Corp","BASF SE"
"{02-2007-2006}","BASF Corp","BASF Corp","BASF SE"
"{02-2007-2006}","BASF Corp","BASF Corp","BASF SE"
"{04-2004-9006}","BASF CORP","BASF Corp","BASF SE"
"{04-2004-9006}","BASF CORP","BASF Corp","BASF SE"
"{02-2006-0030}","Barcardi Corporation","Bacardi USA",
"{02-2006-2019}","Bank of America, National Association","Bank of America",
"{04-2006-3758}","BANK OF AMERICA, N.A.","Bank of America",
"{02-2009-2006}","Baltimore Gas & Electric Co.","Baltimore Gas & Electric","Constellation Energy"
"{03-2001-0427}","BALL CORPORATION","Ball Corp",
"{02-2009-2006}","Ball Corp.","Ball Corp",
"{09-2004-0357}","Baker Hughes","Baker Hughes Inc",
"{09-2009-2527}","BAE Systems Technology Solutions and Services Inc.","BAE Systems",
"{09-2005-0275}","BAE Systems Integrated Defense Solutions Inc.","BAE Systems",
"{01-2009-5555}","BAE SYSTEMS INFO & ELECTRONICS SYSTEMS INTEGRATION","BAE Systems",
"{03-2001-0427}","BAE SYSTEMS AEROSPACE ELECTRONICS, INC","BAE Systems",
"{01-2001-0121}","BAE SYSTEMS (SANDERS ASSOCIATES)","BAE Systems",
"{04-2004-9006}","BAE SYSTEMS","BAE Systems",
"{04-2004-9006}","BADISCHE CORP (BY BASF CORP)","BASF Corp","BASF SE"
"{02-2001-3402}","BACARDI CORP.","Bacardi USA",
"{05-2004-0523}","B.F.GOODRICH COMPANY","BF Goodrich",
"{04-2002-9002}","B.F. GOODRICH","BF Goodrich",
"{04-2006-3797}","AVONDALE INDUSTRIES, INC.","Avondale Industries","Northrop Grumman"
"{04-2003-3504}","AVONDALE INDUSTRIALS, INC.","Avondale Industries","Northrop Grumman"
"{08-2006-0159}","Avista Corporation","Avista Corp",
"{04-2001-3754}","AVIS RENT A CAR SYSTEM, INC.","Avis Budget Group","Cendant Corp"
"{09-2009-2527}","Avis Budget Group, Inc (f/k/a Cendant Corporation)","Avis Budget Group","Cendant Corp"
"{09-2009-2527}","Avis Budget Group, Inc (f/k/a Cendant Corporation)","Avis Budget Group","Cendant Corp"
"{02-2004-0006}","ATOFINA Chemicals, Inc.","ATOFINA Chemicals",
"{03-2001-0427}","ATOFINA CHEMICALS, INC","ATOFINA Chemicals",
"{04-2007-3759}","ATOFINA CHEMICAL, INC.","ATOFINA Chemicals",
"{04-2007-3759}","ATOCHEM NORTH AMERICA, INC. (nka ARKEMA, INC.)","Arkema Inc",
"{05-2004-3001}","atlantic richfield, equilon enterprises, premcor","Atlantic Richfield","BP"
"{05-2004-3001}","atlantic richfield, equilon enterprises, premcor","Atlantic Richfield","BP"
"{08-2003-0048,02-2007-2009,09-2005-0065,09-2007-0029,09-2008-2519,08-2008-0200,09-2002-0183,08-2004-0164,08-2007-0141,08-2002-0083,09-2009-2508,09-2002-0073,08-2003-0240,08-2008-0277}","Atlantic Richfield Company","Atlantic Richfield","BP"
"{08-2004-0164,09-2007-0029,09-2005-0065,09-2008-2519,09-2009-2508,08-2003-0048,09-2002-0073,02-2007-2009,08-2008-0277,08-2007-0141,08-2002-0083,08-2003-0240,09-2002-0183,08-2008-0200}","Atlantic Richfield Company","Atlantic Richfield","BP"
"{02-2005-0016,04-2007-3759}","ATLANTIC RICHFIELD COMPANY","Atlantic Richfield","BP"
"{04-2007-3759,02-2005-0016}","ATLANTIC RICHFIELD COMPANY","Atlantic Richfield","BP"
"{09-2009-2500}","Atlantic Richfield Co","Atlantic Richfield","BP"
"{09-2009-2500}","Atlantic Richfield Co","Atlantic Richfield","BP"
"{08-2006-0035}","Atlantic Richfield (ARCO)","Atlantic Richfield","BP"
"{08-2006-0035}","Atlantic Richfield (ARCO)","Atlantic Richfield","BP"
"{08-2006-0148,08-2005-0172}","Atlantic Richfield","Atlantic Richfield","BP"
"{08-2006-0148,08-2005-0172}","Atlantic Richfield","Atlantic Richfield","BP"
"{01-2009-5555}","ATLANTIC RICHFIELD","Atlantic Richfield","BP"
"{01-2009-5555}","ATLANTIC RICHFIELD","Atlantic Richfield","BP"
"{08-2010-0015}","ATK Launch Systems","ATK Launch Systems","Alliant Techsystems"
"{10-2010-0042}","AT&T Services Inc","AT&T Services","AT&T Inc"
"{10-2010-0042}","AT&T Mobility Services LLC","AT&T Mobility","AT&T Inc"
"{10-2010-0042}","AT&T Mobility Corporation","AT&T Mobility","AT&T Inc"
"{04-2004-3751}","ASPLUNDH","Asplundh Tree Expert Co",
"{09-2009-2508,02-2004-2011,09-2005-0275,02-2008-2011}","Ashland, Inc.","Ashland Inc",
"{04-2007-3759,04-2010-3759,05-2006-0738}","ASHLAND, INC.","Ashland Inc",
"{07-2008-0137}","ASHLAND, INC","Ashland Inc",
"{02-2009-2006,02-2004-0006}","Ashland Inc.","Ashland Inc",
"{05-2003-0405,02-2005-0016}","ASHLAND INC.","Ashland Inc",
"{03-2001-0427}","ASHLAND INC (FOR LEHIGH VALLEY CHEMICAL)","Ashland Inc",
"{03-2001-0427}","ASHLAND INC (FOR H&N CHEMICAL & GORNET P","Ashland Inc",
"{02-2007-2009}","Ashland Inc","Ashland Inc",
"{07-2004-0256}","ASHLAND INC","Ashland Inc",
"{02-2009-2006}","Ashland Exploration, Inc.","Ashland Exploration","Ashland Inc"
"{05-2007-9914}","ASHLAND CHEMICAL INC","Ashland Chemical","Ashland Inc"
"{07-2001-0304,01-2003-0004}","ASHLAND CHEMICAL COMPANY","Ashland Chemical","Ashland Inc"
"{10-2006-0216}","Asarco, Inc.","ASARCO Inc",
"{10-2002-0046}","ASARCO SEDIMENTS/GROUNDWATER OU6","ASARCO Inc",
"{09-2006-0123,09-2008-2511}","Asarco LLC","ASARCO Inc",
"{05-2006-0728,07-2009-0150}","ASARCO LLC","ASARCO Inc",
"{07-2002-0135}","ASARCO INCORPORATED","ASARCO Inc",
"{HQ-2003-6003}","Asarco & Southern Peru Copper Co.","ASARCO Inc",
"{04-2001-3758,05-2008-0934,08-2006-0119,08-2004-0223}","ASARCO","ASARCO Inc",
"{01-2003-0019}","ARMY CORP OF ENGINEERS","US Army Corps of Engineers","US Dept of Defense"
"{03-2004-0087}","ARMSTRONG WORLD INDUSTRIES, INC","Armstrong World Industries",
"{01-2002-0106}","ARMSTRONG WORLD INDUSTRIES INC","Armstrong World Industries",
"{02-2008-2011}","Arkeman, Inc.","Arkema Inc",
"{04-2007-3759}","ARKEMA, INC. (fka ATOCHEM NORTH AMERICA, INC.)","Arkema Inc",
"{10-2005-0191}","Arkema, Inc.","Arkema Inc",
"{02-2007-2006,02-2004-2011,02-2007-2009}","Arkema Inc","Arkema Inc",
"{09-2009-2528,09-2003-0046}","Arizona Public Service Company","Arizona Public Service Co","Pinnacle West Capital"
"{04-2003-3504}","ARIZONA CHEMICAL (SUBSIDIARY OF INTERNATIONAL PAPE","Arizona Chemical","International Paper"
"{04-2004-9006}","ARCO METALS (BY BP)","Arco Metals","BP"
"{05-2001-0710}","ARCHER DANIELS MIDLAND, DECATUR","Archer Daniels Midland",
"{09-2002-0183}","Archer Daniels Midland Company","Archer Daniels Midland",
"{05-2001-0401}","ARCHER DANIELS MIDLAND COMPANY","Archer Daniels Midland",
"{08-2002-0045,05-2006-5089}","ARCHER DANIELS MIDLAND","Archer Daniels Midland",
"{07-2003-0349}","ARCHER DANIEL MIDLAND COMPANY","Archer Daniels Midland",
"{03-2008-7005}","Arch Coal","Arch Coal","Ashland Inc"
"{01-2002-0186}","ARAMARK UNIFORM & CAREER APPAREL INC","Aramark Corp",
"{03-2001-0427}","ARAMARK SERVICES, INC (F/K/A ARA SERVICE","Aramark Corp",
"{02-2009-2006}","Aqua Pennsylvania, Inc.","Aqua Pennsylvania Inc","Aqua America"
"{09-2004-0357}","Aqua Chem Ltd.","Aqua Chem","Chemtura Corp"
"{09-2009-2527}","Applied Materials, Inc.","Applied Materials Inc",
"{09-2009-2527}","Apple Computers","Apple Inc",
"{04-2004-9006}","ANNISTON ARMY DEPOT","US Army","US Dept of Defense"
"{07-2001-0304}","ANHEUSER-BUSCH COMPANIES, INC","Anheuser-Busch","Anheuser-Busch InBev"
"{07-2001-0304}","ANHEUSER-BUSCH COMPANIES, INC","Anheuser-Busch","Anheuser-Busch InBev"
"{08-2004-0201}","Anadarko Petroleum Corporation","Anadarko Petroleum",
"{04-2001-9026}","AMOCO/BP","Amoco Corp/BP","BP"
"{01-2001-0121}","AMOCO OIL COMPANY (BP)","Amoco Corp","BP"
"{04-2004-9006}","AMOCO (BY BP)","Amoco Corp","BP"
"{07-2001-0304}","AMERITECH","Ameritech Corp","SBC Communications"
"{02-2009-2006}","American Water Works Co.","American Water Works Co",
"{02-2009-2006}","American Water Works Co.","American Water Works Co",
"{02-2008-2011}","American Standard, Inc.","American Standard Inc","American Standard Companies"
"{02-2005-0016,02-2007-2006}","American Standard Inc","American Standard Inc","American Standard Companies"
"{02-2004-0006}","American Standard Companies","American Standard Companies",
"{04-2001-9026}","AMERICAN EXPRESS","American Express",
